0:Met[Zsun],1:Age[Gyr],2:Rp[Rsun],3:Vinf[km/s],4:Mass1_i[MSUN],5:Mass2_i[Msun],6:R1[Rsun],7:R2[Rsun],8:Label,9:Mass1_f[MSUN],10:Mass2_f[MSUN],11:Sigma
0.010,0.039541757,2.07360,  100, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360,   10, 2.000000, 2.000000, 1.0368006, 1.0368006, 1,  0.000000,  3.880000,2
0.010,0.039541757,2.07360,16000, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360, 2000, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360,  250, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360, 4000, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360,  500, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,2.07360, 8000, 2.000000, 2.000000, 1.0368006, 1.0368006, 2,  2.000000,  2.000000,1
0.010,0.039541757,0.00000, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  0.000000,  4.573547,1
0.010,0.039541757,0.00000,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  0.000000,  4.666223,1
0.010,0.039541757,0.00000,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  0.000000,  4.666899,1
0.010,0.039541757,0.00000,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.00000, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.069010,  0.000000,1
0.010,0.039541757,0.00000,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.664074,  0.000000,1
0.010,0.039541757,0.00000, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.00000,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  0.000000,  4.645247,1
0.010,0.039541757,0.00000, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.34014, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.565003,  0.000000,1
0.010,0.039541757,0.34014,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.664199,  0.000000,1
0.010,0.039541757,0.34014,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.668032,  0.000000,1
0.010,0.039541757,0.34014,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.34014, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.806281,  0.309659,1
0.010,0.039541757,0.34014,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.659368,  0.000000,1
0.010,0.039541757,0.34014, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  2.327617,  0.000000,1
0.010,0.039541757,0.34014,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.644025,  0.000000,1
0.010,0.039541757,0.34014, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.44521, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.600530,  0.000000,1
0.010,0.039541757,0.44521,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.678051,  0.000000,1
0.010,0.039541757,0.44521,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.682451,  0.000000,1
0.010,0.039541757,0.44521,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.44521, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.772281,  0.396913,1
0.010,0.039541757,0.44521,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.672263,  0.000000,1
0.010,0.039541757,0.44521, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  2.927520,  0.000000,1
0.010,0.039541757,0.44521,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.661315,  0.000000,1
0.010,0.039541757,0.44521, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  0.656601,  0.000000,1
0.010,0.039541757,0.52921, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.524125,  0.000000,1
0.010,0.039541757,0.52921,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.700471,  0.000000,1
0.010,0.039541757,0.52921,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.700737,  0.000000,1
0.010,0.039541757,0.52921,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.52921, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.804335,  0.483997,1
0.010,0.039541757,0.52921,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.696536,  0.000000,1
0.010,0.039541757,0.52921, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.240794,  0.000000,1
0.010,0.039541757,0.52921,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.684929,  0.000000,1
0.010,0.039541757,0.52921, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  1.811521,  0.000000,1
0.010,0.039541757,0.61025, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.481347,  0.000000,1
0.010,0.039541757,0.61025,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.718888,  0.000000,1
0.010,0.039541757,0.61025,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.720102,  0.000000,1
0.010,0.039541757,0.61025,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.61025, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.841343,  0.575099,1
0.010,0.039541757,0.61025,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.717038,  0.000000,1
0.010,0.039541757,0.61025, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.479244,  0.000000,1
0.010,0.039541757,0.61025,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.692682,  0.000000,1
0.010,0.039541757,0.61025, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  2.548497,  0.000000,1
0.010,0.039541757,0.69060, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.020055,  0.674016,1
0.010,0.039541757,0.69060,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.717218,  0.000000,1
0.010,0.039541757,0.69060,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.720511,  0.000000,1
0.010,0.039541757,0.69060,16000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  1.179843,  0.000000,1
0.010,0.039541757,0.69060, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.878282,  0.645997,1
0.010,0.039541757,0.69060,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.688777,  0.000000,1
0.010,0.039541757,0.69060, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.630296,  0.144207,1
0.010,0.039541757,0.69060,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.635686,  0.000000,1
0.010,0.039541757,0.69060, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.032382,  0.000000,1
0.010,0.039541757,0.77531, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.007355,  0.717257,1
0.010,0.039541757,0.77531,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.670960,  0.000000,1
0.010,0.039541757,0.77531,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.671915,  0.000000,1
0.010,0.039541757,0.77531,16000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  2.337760,  0.000000,1
0.010,0.039541757,0.77531, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.912460,  0.703306,1
0.010,0.039541757,0.77531,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.649845,  0.000000,1
0.010,0.039541757,0.77531, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.762176,  0.434383,1
0.010,0.039541757,0.77531,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.605612,  0.000000,1
0.010,0.039541757,0.77531, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.387471,  0.000000,1
0.010,0.039541757,0.87103, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000845,  0.752554,1
0.010,0.039541757,0.87103,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.650612,  0.000000,1
0.010,0.039541757,0.87103,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.654967,  0.000000,1
0.010,0.039541757,0.87103,16000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.075377,  0.000000,1
0.010,0.039541757,0.87103, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.946152,  0.744989,1
0.010,0.039541757,0.87103,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.640150,  0.000000,1
0.010,0.039541757,0.87103, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.850149,  0.616038,1
0.010,0.039541757,0.87103,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.629294,  0.000000,1
0.010,0.039541757,0.87103, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.631726,  0.000000,1
0.010,0.039541757,0.98990, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.998358,  0.773850,1
0.010,0.039541757,0.98990,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.670815,  0.000000,1
0.010,0.039541757,0.98990,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.672094,  0.000000,1
0.010,0.039541757,0.98990,16000, 4.000000, 0.800000, 1.6020530, 0.7049796,-1,  3.549123,  0.000000,1
0.010,0.039541757,0.98990, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.972769,  0.774710,1
0.010,0.039541757,0.98990,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.667674,  0.000000,1
0.010,0.039541757,0.98990, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.923786,  0.726985,1
0.010,0.039541757,0.98990,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.016759,  0.763105,1
0.010,0.039541757,0.98990, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.811772,  0.442486,1
0.010,0.039541757,1.16624, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.998583,  0.790599,1
0.010,0.039541757,1.16624,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.623519,  0.000000,1
0.010,0.039541757,1.16624,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.622700,  0.000000,1
0.010,0.039541757,1.16624,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.843222,  0.459610,1
0.010,0.039541757,1.16624, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.989189,  0.791395,1
0.010,0.039541757,1.16624,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.622215,  0.000000,1
0.010,0.039541757,1.16624, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.971588,  0.778614,1
0.010,0.039541757,1.16624,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.008066,  0.785405,1
0.010,0.039541757,1.16624, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.931720,  0.718686,1
0.010,0.039541757,1.31967, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.999736,  0.795771,1
0.010,0.039541757,1.31967,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.615914,  0.000000,1
0.010,0.039541757,1.31967,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.619040,  0.000000,1
0.010,0.039541757,1.31967,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.946877,  0.720461,1
0.010,0.039541757,1.31967, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.995956,  0.796800,1
0.010,0.039541757,1.31967,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.624290,  0.000000,1
0.010,0.039541757,1.31967, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.989120,  0.793090,1
0.010,0.039541757,1.31967,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.004603,  0.792575,1
0.010,0.039541757,1.31967, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.976672,  0.776016,1
0.010,0.039541757,1.42128, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.999883,  0.798012,1
0.010,0.039541757,1.42128,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.620303,  0.000000,1
0.010,0.039541757,1.42128,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.621626,  0.000000,1
0.010,0.039541757,1.42128,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.976965,  0.768971,1
0.010,0.039541757,1.42128, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.998229,  0.798572,1
0.010,0.039541757,1.42128,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.004021,  0.794787,1
0.010,0.039541757,1.42128, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.994923,  0.796932,1
0.010,0.039541757,1.42128,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.003139,  0.795740,1
0.010,0.039541757,1.42128, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.989153,  0.790522,1
0.010,0.039541757,1.61205, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.999981,  0.799520,1
0.010,0.039541757,1.61205,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.628250,  0.000000,1
0.010,0.039541757,1.61205,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.632797,  0.000000,1
0.010,0.039541757,1.61205,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.995817,  0.796171,1
0.010,0.039541757,1.61205, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.999700,  0.799685,1
0.010,0.039541757,1.61205,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.002349,  0.797523,1
0.010,0.039541757,1.61205, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.999044,  0.799464,1
0.010,0.039541757,1.61205,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.001496,  0.798282,1
0.010,0.039541757,1.61205, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  3.998015,  0.798636,1
0.010,0.039541757,2.30703, 1000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,2.30703,  100, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000020,  0.799980,1
0.010,0.039541757,2.30703,   10, 4.000000, 0.800000, 1.6020530, 0.7049796, 1,  4.656000,  0.000000,2
0.010,0.039541757,2.30703,16000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,2.30703, 2000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,2.30703,  250, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000009,  0.799991,1
0.010,0.039541757,2.30703, 4000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,2.30703,  500, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,2.30703, 8000, 4.000000, 0.800000, 1.6020530, 0.7049796, 2,  4.000000,  0.800000,1
0.010,0.039541757,0.00000, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  0.000000,  4.715078,1
0.010,0.039541757,0.00000,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.828074,  0.000000,1
0.010,0.039541757,0.00000,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.827466,  0.000000,1
0.010,0.039541757,0.00000,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.00000, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.066049,  0.000000,1
0.010,0.039541757,0.00000,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  0.000000,  4.823137,1
0.010,0.039541757,0.00000, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.00000,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  0.000000,  4.802669,1
0.010,0.039541757,0.00000, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.34727, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.737047,  0.000000,1
0.010,0.039541757,0.34727,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.843183,  0.000000,1
0.010,0.039541757,0.34727,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  0.000000,  4.846642,1
0.010,0.039541757,0.34727,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.34727, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.696410,  0.518717,1
0.010,0.039541757,0.34727,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.838682,  0.000000,1
0.010,0.039541757,0.34727, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.046504,  0.000000,1
0.010,0.039541757,0.34727,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.815408,  0.000000,1
0.010,0.039541757,0.34727, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.45472, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.752330,  0.000000,1
0.010,0.039541757,0.45472,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.865477,  0.000000,1
0.010,0.039541757,0.45472,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.868840,  0.000000,1
0.010,0.039541757,0.45472,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.45472, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.728204,  0.591843,1
0.010,0.039541757,0.45472,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.863624,  0.000000,1
0.010,0.039541757,0.45472, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.785566,  0.000000,1
0.010,0.039541757,0.45472,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.850846,  0.000000,1
0.010,0.039541757,0.45472, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  0.157219,  0.000000,1
0.010,0.039541757,0.54068, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.663430,  0.000000,1
0.010,0.039541757,0.54068,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.899477,  0.000000,1
0.010,0.039541757,0.54068,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.899166,  0.000000,1
0.010,0.039541757,0.54068,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.54068, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.775151,  0.688004,1
0.010,0.039541757,0.54068,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.895518,  0.000000,1
0.010,0.039541757,0.54068, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  3.159922,  0.000000,1
0.010,0.039541757,0.54068,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.879758,  0.000000,1
0.010,0.039541757,0.54068, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  1.438442,  0.000000,1
0.010,0.039541757,0.62351, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.850000,  0.000000,2
0.010,0.039541757,0.62351,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.911552,  0.000000,1
0.010,0.039541757,0.62351,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.913406,  0.000000,1
0.010,0.039541757,0.62351,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 0,  0.000000,  0.000000,1
0.010,0.039541757,0.62351, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.827151,  0.780102,1
0.010,0.039541757,0.62351,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.893955,  0.000000,1
0.010,0.039541757,0.62351, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.429577,  0.074878,1
0.010,0.039541757,0.62351,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.831930,  0.000000,1
0.010,0.039541757,0.62351, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.372868,  0.000000,1
0.010,0.039541757,0.70562, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  4.009482,  0.889861,1
0.010,0.039541757,0.70562,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.871330,  0.000000,1
0.010,0.039541757,0.70562,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.874371,  0.000000,1
0.010,0.039541757,0.70562,16000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  0.761896,  0.000000,1
0.010,0.039541757,0.70562, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.864981,  0.850732,1
0.010,0.039541757,0.70562,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.844613,  0.000000,1
0.010,0.039541757,0.70562, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.604127,  0.420583,1
0.010,0.039541757,0.70562,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.811578,  0.000000,1
0.010,0.039541757,0.70562, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.936180,  0.000000,1
0.010,0.039541757,0.79215, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  4.002866,  0.925243,1
0.010,0.039541757,0.79215,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.846858,  0.000000,1
0.010,0.039541757,0.79215,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.848839,  0.000000,1
0.010,0.039541757,0.79215,16000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.104611,  0.000000,1
0.010,0.039541757,0.79215, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.907646,  0.907296,1
0.010,0.039541757,0.79215,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.841991,  0.000000,1
0.010,0.039541757,0.79215, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.747191,  0.683430,1
0.010,0.039541757,0.79215,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.796144,  0.000000,1
0.010,0.039541757,0.79215, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  3.339272,  0.000000,1
0.010,0.039541757,0.88992, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.996790,  0.954917,1
0.010,0.039541757,0.88992,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.854458,  0.000000,1
0.010,0.039541757,0.88992,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.855547,  0.000000,1
0.010,0.039541757,0.88992,16000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  2.967068,  0.000000,1
0.010,0.039541757,0.88992, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.941972,  0.946592,1
0.010,0.039541757,0.88992,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.847697,  0.000000,1
0.010,0.039541757,0.88992, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.841677,  0.839732,1
0.010,0.039541757,0.88992,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.834360,  0.000000,1
0.010,0.039541757,0.88992, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.594710,  0.147555,1
0.010,0.039541757,1.01128, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.997070,  0.975353,1
0.010,0.039541757,1.01128,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.880054,  0.000000,1
0.010,0.039541757,1.01128,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.877970,  0.000000,1
0.010,0.039541757,1.01128,16000, 4.000000, 1.000000, 1.6020530, 0.8679118,-1,  3.508965,  0.000000,1
0.010,0.039541757,1.01128, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.970066,  0.974020,1
0.010,0.039541757,1.01128,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.829723,  0.000000,1
0.010,0.039541757,1.01128, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.920041,  0.931959,1
0.010,0.039541757,1.01128,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  4.013582,  0.969303,1
0.010,0.039541757,1.01128, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.798256,  0.700024,1
0.010,0.039541757,1.19118, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.998633,  0.990392,1
0.010,0.039541757,1.19118,  100, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.830437,  0.000000,1
0.010,0.039541757,1.19118,   10, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.830345,  0.000000,1
0.010,0.039541757,1.19118,16000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.835993,  0.715376,1
0.010,0.039541757,1.19118, 2000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.989260,  0.991531,1
0.010,0.039541757,1.19118,  250, 4.000000, 1.000000, 1.6020530, 0.8679118, 1,  4.839212,  0.000000,1
0.010,0.039541757,1.19118, 4000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.971117,  0.980257,1
0.010,0.039541757,1.19118,  500, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  4.006982,  0.987197,1
0.010,0.039541757,1.19118, 8000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.930667,  0.927294,1
0.010,0.039541757,1.34759, 1000, 4.000000, 1.000000, 1.6020530, 0.8679118, 2,  3.999600,  0.995699,1
