0:Met[Zsun],1:Age[Gyr],2:Rp[Rsun],3:Vinf[km/s],4:Mass1_i[MSUN],5:Mass2_i[Msun],6:R1[Rsun],7:R2[Rsun],8:Label,9:Mass1_f[MSUN],10:Mass2_f[MSUN],11:Sigma
0.010,0.003891171,0.74156, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.886511,  1.886990,1
0.010,0.003891171,0.74156,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.872211,1
0.010,0.003891171,0.74156, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.628761,  1.632885,1
0.010,0.003891171,0.83976, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.990594,  1.991134,1
0.010,0.003891171,0.83976,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.955451,1
0.010,0.003891171,0.83976,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.957016,1
0.010,0.003891171,0.83976,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.445845,  1.461111,1
0.010,0.003891171,0.83976, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.978724,  1.978348,1
0.010,0.003891171,0.83976,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.937323,1
0.010,0.003891171,0.83976, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.945538,  1.945056,1
0.010,0.003891171,0.83976,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.996175,  1.998396,1
0.010,0.003891171,0.83976, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.830369,  1.834106,1
0.010,0.003891171,0.98554, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.994859,  1.995566,1
0.010,0.003891171,0.98554,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.959225,1
0.010,0.003891171,0.98554,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.961306,1
0.010,0.003891171,0.98554,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.862703,  1.858330,1
0.010,0.003891171,0.98554, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.992175,  1.992111,1
0.010,0.003891171,0.98554,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.942668,1
0.010,0.003891171,0.98554, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.981319,  1.982915,1
0.010,0.003891171,0.98554,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.997470,  1.999743,1
0.010,0.003891171,0.98554, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.949649,  1.949832,1
0.010,0.003891171,1.11233, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.997457,  1.997576,1
0.010,0.003891171,1.11233,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  3.956974,  0.000000,1
0.010,0.003891171,1.11233,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  3.956013,  0.000000,1
0.010,0.003891171,1.11233,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.955863,  1.957939,1
0.010,0.003891171,1.11233, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.996910,  1.996762,1
0.010,0.003891171,1.11233,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  3.943566,  0.000000,1
0.010,0.003891171,1.11233, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.993783,  1.993824,1
0.010,0.003891171,1.11233,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999025,  1.999362,1
0.010,0.003891171,1.11233, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.984610,  1.983833,1
0.010,0.003891171,1.19630, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.998550,  1.998537,1
0.010,0.003891171,1.19630,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.950467,1
0.010,0.003891171,1.19630,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.954680,1
0.010,0.003891171,1.19630,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.980387,  1.980812,1
0.010,0.003891171,1.19630, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.998440,  1.998396,1
0.010,0.003891171,1.19630,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.934561,1
0.010,0.003891171,1.19630, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.996935,  1.996891,1
0.010,0.003891171,1.19630,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999245,  1.999667,1
0.010,0.003891171,1.19630, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.992429,  1.992534,1
0.010,0.003891171,1.35412, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999551,  1.999526,1
0.010,0.003891171,1.35412,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  3.936974,  0.000000,1
0.010,0.003891171,1.35412,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.939763,1
0.010,0.003891171,1.35412,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.996685,  1.996733,1
0.010,0.003891171,1.35412, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999598,  1.999639,1
0.010,0.003891171,1.35412,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999889,  1.999984,1
0.010,0.003891171,1.35412, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999390,  1.999390,1
0.010,0.003891171,1.35412,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.999877,  1.999776,1
0.010,0.003891171,1.35412, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  1.998506,  1.998505,1
0.010,0.003891171,2.03917, 1000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917,  100, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917,   10, 2.000000, 2.000000, 1.0195866, 1.0195866, 1,  0.000000,  3.880000,2
0.010,0.003891171,2.03917,16000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917, 2000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917,  250, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917, 4000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917,  500, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,2.03917, 8000, 2.000000, 2.000000, 1.0195866, 1.0195866, 2,  2.000000,  2.000000,1
0.010,0.003891171,0.00000, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 44.591780,1
0.010,0.003891171,0.00000,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 45.388820,1
0.010,0.003891171,0.00000,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 45.386210,1
0.010,0.003891171,0.00000,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,0.00000, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 40.824820,1
0.010,0.003891171,0.00000,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 45.346260,1
0.010,0.003891171,0.00000, 4000,32.000000,16.000000, 7.4896761, 3.9193059,-1,  0.000000, 11.652520,1
0.010,0.003891171,0.00000,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 45.182710,1
0.010,0.003891171,0.00000, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,1.51365, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 45.561570,1
0.010,0.003891171,1.51365,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.331490,  0.000000,1
0.010,0.003891171,1.51365,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.334380,  0.000000,1
0.010,0.003891171,1.51365,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,1.51365, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 39.406610,  0.000000,1
0.010,0.003891171,1.51365,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.308000,  0.000000,1
0.010,0.003891171,1.51365, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 10.487270,  3.716174,1
0.010,0.003891171,1.51365,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1,  0.000000, 46.164660,1
0.010,0.003891171,1.51365, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,1.99271, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 45.565720,  0.000000,1
0.010,0.003891171,1.99271,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.661130,  0.000000,1
0.010,0.003891171,1.99271,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.658590,  0.000000,1
0.010,0.003891171,1.99271,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,1.99271, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 28.439080, 15.017030,1
0.010,0.003891171,1.99271,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.610210,  0.000000,1
0.010,0.003891171,1.99271, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 19.339300,  8.284676,1
0.010,0.003891171,1.99271,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.508860,  0.000000,1
0.010,0.003891171,1.99271, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,11.40900, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 32.000000, 16.000000,1
0.010,0.003891171,11.40900,  100,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.998530, 16.001470,1
0.010,0.003891171,11.40900,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.560000,  0.000000,2
0.010,0.003891171,11.40900,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 32.000000, 16.000000,1
0.010,0.003891171,11.40900, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 32.000000, 16.000000,1
0.010,0.003891171,11.40900,  250,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.998900, 16.001100,1
0.010,0.003891171,11.40900, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 32.000000, 16.000000,1
0.010,0.003891171,11.40900,  500,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.999770, 16.000230,1
0.010,0.003891171,11.40900, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 32.000000, 16.000000,1
0.010,0.003891171,2.38014, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 44.891990,  0.000000,1
0.010,0.003891171,2.38014,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.721540,  0.000000,1
0.010,0.003891171,2.38014,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.742000,  0.000000,1
0.010,0.003891171,2.38014,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,2.38014, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 29.561440, 14.901410,1
0.010,0.003891171,2.38014,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.693180,  0.000000,1
0.010,0.003891171,2.38014, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 24.009110, 11.266950,1
0.010,0.003891171,2.38014,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.405330,  0.000000,1
0.010,0.003891171,2.38014, 8000,32.000000,16.000000, 7.4896761, 3.9193059,-1,  5.066950,  0.000000,1
0.010,0.003891171,2.73768, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 44.994590,  0.000000,1
0.010,0.003891171,2.73768,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.418570,  0.000000,1
0.010,0.003891171,2.73768,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.436390,  0.000000,1
0.010,0.003891171,2.73768,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,2.73768, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 30.193390, 15.080440,1
0.010,0.003891171,2.73768,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.296180,  0.000000,1
0.010,0.003891171,2.73768, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 26.673820, 13.108800,1
0.010,0.003891171,2.73768,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.007780,  0.000000,1
0.010,0.003891171,2.73768, 8000,32.000000,16.000000, 7.4896761, 3.9193059,-1, 16.036410,  0.000000,1
0.010,0.003891171,3.09400, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 45.371630,  0.000000,1
0.010,0.003891171,3.09400,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.446880,  0.000000,1
0.010,0.003891171,3.09400,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.443400,  0.000000,1
0.010,0.003891171,3.09400,16000,32.000000,16.000000, 7.4896761, 3.9193059, 0,  0.000000,  0.000000,1
0.010,0.003891171,3.09400, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 30.614700, 15.337870,1
0.010,0.003891171,3.09400,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.407140,  0.000000,1
0.010,0.003891171,3.09400, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 28.405080, 14.238710,1
0.010,0.003891171,3.09400,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.152930,  0.000000,1
0.010,0.003891171,3.09400, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 22.345960,  4.937615,1
0.010,0.003891171,3.48445, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 1, 44.965520,  0.000000,1
0.010,0.003891171,3.48445,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.612060,  0.000000,1
0.010,0.003891171,3.48445,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.612640,  0.000000,1
0.010,0.003891171,3.48445,16000,32.000000,16.000000, 7.4896761, 3.9193059,-1, 13.615830,  0.000000,1
0.010,0.003891171,3.48445, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.016270, 15.565000,1
0.010,0.003891171,3.48445,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.599150,  0.000000,1
0.010,0.003891171,3.48445, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 29.609770, 14.943430,1
0.010,0.003891171,3.48445,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.417940,  0.000000,1
0.010,0.003891171,3.48445, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 25.904330, 10.478100,1
0.010,0.003891171,3.99698, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.642560, 16.040380,1
0.010,0.003891171,3.99698,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.855300,  0.000000,1
0.010,0.003891171,3.99698,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.851910,  0.000000,1
0.010,0.003891171,3.99698,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 23.011690,  0.712779,1
0.010,0.003891171,3.99698, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.358040, 15.742250,1
0.010,0.003891171,3.99698,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.803020,  0.000000,1
0.010,0.003891171,3.99698, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 30.577080, 15.434130,1
0.010,0.003891171,3.99698,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.567700,  0.000000,1
0.010,0.003891171,3.99698, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 28.661420, 13.614520,1
0.010,0.003891171,4.64926, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.759450, 16.038570,1
0.010,0.003891171,4.64926,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.548490,  0.000000,1
0.010,0.003891171,4.64926,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.555410,  0.000000,1
0.010,0.003891171,4.64926,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 27.991060, 11.701370,1
0.010,0.003891171,4.64926, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.637060, 15.860060,1
0.010,0.003891171,4.64926,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.486690,  0.000000,1
0.010,0.003891171,4.64926, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.280560, 15.750970,1
0.010,0.003891171,4.64926,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.289820,  0.000000,1
0.010,0.003891171,4.64926, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 30.322250, 15.094780,1
0.010,0.003891171,5.58593, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.863260, 16.032910,1
0.010,0.003891171,5.58593,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.808390,  0.000000,1
0.010,0.003891171,5.58593,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.848710,  0.000000,1
0.010,0.003891171,5.58593,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 30.709770, 15.087660,1
0.010,0.003891171,5.58593, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.848820, 15.954210,1
0.010,0.003891171,5.58593,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.597930,  0.000000,1
0.010,0.003891171,5.58593, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.745350, 15.919940,1
0.010,0.003891171,5.58593,  500,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.169800,  0.000000,1
0.010,0.003891171,5.58593, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.437470, 15.760960,1
0.010,0.003891171,6.37765, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.920710, 16.022110,1
0.010,0.003891171,6.37765,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.795150,  0.000000,1
0.010,0.003891171,6.37765,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.815850,  0.000000,1
0.010,0.003891171,6.37765,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.560510, 15.739500,1
0.010,0.003891171,6.37765, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.938730, 15.983510,1
0.010,0.003891171,6.37765,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.560450,  0.000000,1
0.010,0.003891171,6.37765, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.908380, 15.977320,1
0.010,0.003891171,6.37765,  500,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.864550, 16.103480,1
0.010,0.003891171,6.37765, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.805090, 15.926840,1
0.010,0.003891171,6.89096, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.950140, 16.014880,1
0.010,0.003891171,6.89096,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.708480,  0.000000,1
0.010,0.003891171,6.89096,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.723100,  0.000000,1
0.010,0.003891171,6.89096,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.799140, 15.895820,1
0.010,0.003891171,6.89096, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.964110, 15.992650,1
0.010,0.003891171,6.89096,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.610440,  0.000000,1
0.010,0.003891171,6.89096, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.954450, 15.988310,1
0.010,0.003891171,6.89096,  500,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.900750, 16.077850,1
0.010,0.003891171,6.89096, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.905180, 15.967530,1
0.010,0.003891171,7.82931, 1000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.979900, 16.008670,1
0.010,0.003891171,7.82931,  100,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.544360,  0.000000,1
0.010,0.003891171,7.82931,   10,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.619170,  0.000000,1
0.010,0.003891171,7.82931,16000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.961170, 15.984320,1
0.010,0.003891171,7.82931, 2000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.992350, 15.998740,1
0.010,0.003891171,7.82931,  250,32.000000,16.000000, 7.4896761, 3.9193059, 1, 46.309820,  0.000000,1
0.010,0.003891171,7.82931, 4000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.991000, 15.997100,1
0.010,0.003891171,7.82931,  500,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.947230, 16.043420,1
0.010,0.003891171,7.82931, 8000,32.000000,16.000000, 7.4896761, 3.9193059, 2, 31.981400, 15.993610,1
0.010,0.003891171,0.00000, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.726260,1
0.010,0.003891171,0.00000,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.818560,1
0.010,0.003891171,0.00000,   10,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.819750,1
0.010,0.003891171,0.00000,16000,32.000000, 2.000000, 7.4896761, 1.0195866, 0,  0.000000,  0.000000,1
0.010,0.003891171,0.00000, 2000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.361120,  0.000000,1
0.010,0.003891171,0.00000,  250,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.841620,  0.000000,1
0.010,0.003891171,0.00000, 4000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 29.538720,  0.000000,1
0.010,0.003891171,0.00000,  500,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.809430,1
0.010,0.003891171,0.00000, 8000,32.000000, 2.000000, 7.4896761, 1.0195866,-1,  3.731981,  0.000000,1
0.010,0.003891171,1.05506, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.553580,  0.000000,1
0.010,0.003891171,1.05506,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.703550,1
0.010,0.003891171,1.05506,   10,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.698980,1
0.010,0.003891171,1.05506,16000,32.000000, 2.000000, 7.4896761, 1.0195866,-1,  2.129018,  0.000000,1
0.010,0.003891171,1.05506, 2000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.034040,  0.000000,1
0.010,0.003891171,1.05506,  250,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.692890,  0.000000,1
0.010,0.003891171,1.05506, 4000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 28.292400,  1.863860,1
0.010,0.003891171,1.05506,  500,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.661510,  0.000000,1
0.010,0.003891171,1.05506, 8000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 21.156340,  0.122132,1
0.010,0.003891171,1.39047, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.516710,  0.000000,1
0.010,0.003891171,1.39047,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.645560,  0.000000,1
0.010,0.003891171,1.39047,   10,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.650700,  0.000000,1
0.010,0.003891171,1.39047,16000,32.000000, 2.000000, 7.4896761, 1.0195866,-1, 13.501620,  0.000000,1
0.010,0.003891171,1.39047, 2000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.028950,  0.000000,1
0.010,0.003891171,1.39047,  250,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.649340,  0.000000,1
0.010,0.003891171,1.39047, 4000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 29.210120,  1.824483,1
0.010,0.003891171,1.39047,  500,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.644930,  0.000000,1
0.010,0.003891171,1.39047, 8000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 24.527470,  0.232167,1
0.010,0.003891171,1.66313, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.537470,  0.000000,1
0.010,0.003891171,1.66313,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.645270,  0.000000,1
0.010,0.003891171,1.66313,   10,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.648610,  0.000000,1
0.010,0.003891171,1.66313,16000,32.000000, 2.000000, 7.4896761, 1.0195866,-1, 17.394570,  0.000000,1
0.010,0.003891171,1.66313, 2000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 32.854170,  0.000000,1
0.010,0.003891171,1.66313,  250,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.628400,  0.000000,1
0.010,0.003891171,1.66313, 4000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 29.827440,  1.707517,1
0.010,0.003891171,1.66313,  500,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.606540,  0.000000,1
0.010,0.003891171,1.66313, 8000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 25.701900,  0.506842,1
0.010,0.003891171,1.91644, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.489100,  0.000000,1
0.010,0.003891171,1.91644,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.641570,1
0.010,0.003891171,1.91644,   10,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.670820,  0.000000,1
0.010,0.003891171,1.91644,16000,32.000000, 2.000000, 7.4896761, 1.0195866,-1, 21.217180,  0.000000,1
0.010,0.003891171,1.91644, 2000,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 32.581810,  0.000000,1
0.010,0.003891171,1.91644,  250,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.645600,  0.000000,1
0.010,0.003891171,1.91644, 4000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 30.249400,  1.706557,1
0.010,0.003891171,1.91644,  500,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.624090,  0.000000,1
0.010,0.003891171,1.91644, 8000,32.000000, 2.000000, 7.4896761, 1.0195866, 2, 27.796920,  0.829764,1
0.010,0.003891171,2.17076, 1000,32.000000, 2.000000, 7.4896761, 1.0195866, 1,  0.000000, 33.241560,1
0.010,0.003891171,2.17076,  100,32.000000, 2.000000, 7.4896761, 1.0195866, 1, 33.620180,  0.000000,1
